Ship Full Date Description;Ship Date Key;Ship Year;Ship Season;Ship Semester;Ship Month Number Year;Ship Week Number Year;Ship Day Number Month;Ship Day Number Week;Ship Day Name Week;Holiday Key;Holiday Indicator;Weekend Indicator
41789;877;2014;Spring;1;5;22;30;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41790;878;2014;Spring;1;5;22;31;6;sábado;No Key;Non-Holiday;Weekend
41791;879;2014;Spring;1;6;23;1;7;domingo;No Key;Non-Holiday;Weekend
41792;880;2014;Spring;1;6;23;2;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41793;881;2014;Spring;1;6;23;3;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41794;882;2014;Spring;1;6;23;4;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41795;883;2014;Spring;1;6;23;5;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41796;884;2014;Spring;1;6;23;6;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41797;885;2014;Spring;1;6;23;7;6;sábado;No Key;Non-Holiday;Weekend
41798;886;2014;Spring;1;6;24;8;7;domingo;No Key;Non-Holiday;Weekend
41799;887;2014;Spring;1;6;24;9;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41800;888;2014;Spring;1;6;24;10;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41801;889;2014;Spring;1;6;24;11;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41802;890;2014;Spring;1;6;24;12;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41803;891;2014;Spring;1;6;24;13;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41804;892;2014;Spring;1;6;24;14;6;sábado;No Key;Non-Holiday;Weekend
41805;893;2014;Spring;1;6;25;15;7;domingo;No Key;Non-Holiday;Weekend
41806;894;2014;Spring;1;6;25;16;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41807;895;2014;Spring;1;6;25;17;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41808;896;2014;Spring;1;6;25;18;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41809;897;2014;Spring;1;6;25;19;4;quinta-feira;44;Holiday;Non-Weekend
41810;898;2014;Spring;1;6;25;20;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41811;899;2014;Summer;1;6;25;21;6;sábado;No Key;Non-Holiday;Weekend
41812;900;2014;Summer;1;6;26;22;7;domingo;No Key;Non-Holiday;Weekend
41813;901;2014;Summer;1;6;26;23;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41814;902;2014;Summer;1;6;26;24;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41815;903;2014;Summer;1;6;26;25;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41816;904;2014;Summer;1;6;26;26;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41817;905;2014;Summer;1;6;26;27;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41818;906;2014;Summer;1;6;26;28;6;sábado;No Key;Non-Holiday;Weekend
41819;907;2014;Summer;1;6;27;29;7;domingo;No Key;Non-Holiday;Weekend
41820;908;2014;Summer;1;6;27;30;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41821;909;2014;Summer;2;7;27;1;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41822;910;2014;Summer;2;7;27;2;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41823;911;2014;Summer;2;7;27;3;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41824;912;2014;Summer;2;7;27;4;5;sexta-feira;39;Holiday;Non-Weekend
41825;913;2014;Summer;2;7;27;5;6;sábado;No Key;Non-Holiday;Weekend
41826;914;2014;Summer;2;7;28;6;7;domingo;No Key;Non-Holiday;Weekend
41827;915;2014;Summer;2;7;28;7;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41828;916;2014;Summer;2;7;28;8;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41829;917;2014;Summer;2;7;28;9;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41830;918;2014;Summer;2;7;28;10;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41831;919;2014;Summer;2;7;28;11;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41832;920;2014;Summer;2;7;28;12;6;sábado;No Key;Non-Holiday;Weekend
41833;921;2014;Summer;2;7;29;13;7;domingo;No Key;Non-Holiday;Weekend
41834;922;2014;Summer;2;7;29;14;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41835;923;2014;Summer;2;7;29;15;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41836;924;2014;Summer;2;7;29;16;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41837;925;2014;Summer;2;7;29;17;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41838;926;2014;Summer;2;7;29;18;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41839;927;2014;Summer;2;7;29;19;6;sábado;No Key;Non-Holiday;Weekend
41840;928;2014;Summer;2;7;30;20;7;domingo;No Key;Non-Holiday;Weekend
41841;929;2014;Summer;2;7;30;21;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41842;930;2014;Summer;2;7;30;22;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41843;931;2014;Summer;2;7;30;23;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41844;932;2014;Summer;2;7;30;24;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41845;933;2014;Summer;2;7;30;25;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41846;934;2014;Summer;2;7;30;26;6;sábado;No Key;Non-Holiday;Weekend
41847;935;2014;Summer;2;7;31;27;7;domingo;No Key;Non-Holiday;Weekend
41848;936;2014;Summer;2;7;31;28;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41849;937;2014;Summer;2;7;31;29;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41850;938;2014;Summer;2;7;31;30;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41851;939;2014;Summer;2;7;31;31;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41852;940;2014;Summer;2;8;31;1;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41853;941;2014;Summer;2;8;31;2;6;sábado;No Key;Non-Holiday;Weekend
41854;942;2014;Summer;2;8;32;3;7;domingo;No Key;Non-Holiday;Weekend
41855;943;2014;Summer;2;8;32;4;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41856;944;2014;Summer;2;8;32;5;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41857;945;2014;Summer;2;8;32;6;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41858;946;2014;Summer;2;8;32;7;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41859;947;2014;Summer;2;8;32;8;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41860;948;2014;Summer;2;8;32;9;6;sábado;No Key;Non-Holiday;Weekend
41861;949;2014;Summer;2;8;33;10;7;domingo;No Key;Non-Holiday;Weekend
41862;950;2014;Summer;2;8;33;11;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41863;951;2014;Summer;2;8;33;12;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41864;952;2014;Summer;2;8;33;13;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41865;953;2014;Summer;2;8;33;14;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41866;954;2014;Summer;2;8;33;15;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41867;955;2014;Summer;2;8;33;16;6;sábado;No Key;Non-Holiday;Weekend
41868;956;2014;Summer;2;8;34;17;7;domingo;No Key;Non-Holiday;Weekend
41869;957;2014;Summer;2;8;34;18;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41870;958;2014;Summer;2;8;34;19;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41871;959;2014;Summer;2;8;34;20;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41872;960;2014;Summer;2;8;34;21;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41873;961;2014;Summer;2;8;34;22;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41874;962;2014;Summer;2;8;34;23;6;sábado;No Key;Non-Holiday;Weekend
41875;963;2014;Summer;2;8;35;24;7;domingo;No Key;Non-Holiday;Weekend
41876;964;2014;Summer;2;8;35;25;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41877;965;2014;Summer;2;8;35;26;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41878;966;2014;Summer;2;8;35;27;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41879;967;2014;Summer;2;8;35;28;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41880;968;2014;Summer;2;8;35;29;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41881;969;2014;Summer;2;8;35;30;6;sábado;46;Holiday;Weekend
41882;970;2014;Summer;2;8;36;31;7;domingo;47;Holiday;Weekend
41883;971;2014;Summer;2;9;36;1;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41884;972;2014;Summer;2;9;36;2;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41885;973;2014;Summer;2;9;36;3;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41886;974;2014;Summer;2;9;36;4;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41887;975;2014;Summer;2;9;36;5;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41888;976;2014;Summer;2;9;36;6;6;sábado;No Key;Non-Holiday;Weekend
41889;977;2014;Summer;2;9;37;7;7;domingo;No Key;Non-Holiday;Weekend
41890;978;2014;Summer;2;9;37;8;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41891;979;2014;Summer;2;9;37;9;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41892;980;2014;Summer;2;9;37;10;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41893;981;2014;Summer;2;9;37;11;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41894;982;2014;Summer;2;9;37;12;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41895;983;2014;Summer;2;9;37;13;6;sábado;No Key;Non-Holiday;Weekend
41896;984;2014;Summer;2;9;38;14;7;domingo;No Key;Non-Holiday;Weekend
41897;985;2014;Summer;2;9;38;15;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41898;986;2014;Summer;2;9;38;16;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41899;987;2014;Summer;2;9;38;17;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41900;988;2014;Summer;2;9;38;18;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41901;989;2014;Summer;2;9;38;19;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41902;990;2014;Summer;2;9;38;20;6;sábado;No Key;Non-Holiday;Weekend
41903;991;2014;Autumn;2;9;39;21;7;domingo;No Key;Non-Holiday;Weekend
41904;992;2014;Autumn;2;9;39;22;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41905;993;2014;Autumn;2;9;39;23;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41906;994;2014;Autumn;2;9;39;24;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41907;995;2014;Autumn;2;9;39;25;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41908;996;2014;Autumn;2;9;39;26;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41909;997;2014;Autumn;2;9;39;27;6;sábado;No Key;Non-Holiday;Weekend
41910;998;2014;Autumn;2;9;40;28;7;domingo;No Key;Non-Holiday;Weekend
41911;999;2014;Autumn;2;9;40;29;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41912;1000;2014;Autumn;2;9;40;30;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41913;1001;2014;Autumn;2;10;40;1;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41914;1002;2014;Autumn;2;10;40;2;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41915;1003;2014;Autumn;2;10;40;3;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41916;1004;2014;Autumn;2;10;40;4;6;sábado;No Key;Non-Holiday;Weekend
41917;1005;2014;Autumn;2;10;41;5;7;domingo;No Key;Non-Holiday;Weekend
41918;1006;2014;Autumn;2;10;41;6;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41919;1007;2014;Autumn;2;10;41;7;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41920;1008;2014;Autumn;2;10;41;8;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41921;1009;2014;Autumn;2;10;41;9;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41922;1010;2014;Autumn;2;10;41;10;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41923;1011;2014;Autumn;2;10;41;11;6;sábado;No Key;Non-Holiday;Weekend
41924;1012;2014;Autumn;2;10;42;12;7;domingo;No Key;Non-Holiday;Weekend
41925;1013;2014;Autumn;2;10;42;13;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41926;1014;2014;Autumn;2;10;42;14;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41927;1015;2014;Autumn;2;10;42;15;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41928;1016;2014;Autumn;2;10;42;16;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41929;1017;2014;Autumn;2;10;42;17;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41930;1018;2014;Autumn;2;10;42;18;6;sábado;No Key;Non-Holiday;Weekend
41931;1019;2014;Autumn;2;10;43;19;7;domingo;No Key;Non-Holiday;Weekend
41932;1020;2014;Autumn;2;10;43;20;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41933;1021;2014;Autumn;2;10;43;21;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41934;1022;2014;Autumn;2;10;43;22;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41935;1023;2014;Autumn;2;10;43;23;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41936;1024;2014;Autumn;2;10;43;24;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41937;1025;2014;Autumn;2;10;43;25;6;sábado;No Key;Non-Holiday;Weekend
41938;1026;2014;Autumn;2;10;44;26;7;domingo;No Key;Non-Holiday;Weekend
41939;1027;2014;Autumn;2;10;44;27;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41940;1028;2014;Autumn;2;10;44;28;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41941;1029;2014;Autumn;2;10;44;29;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41942;1030;2014;Autumn;2;10;44;30;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41943;1031;2014;Autumn;2;10;44;31;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41944;1032;2014;Autumn;2;11;44;1;6;sábado;No Key;Non-Holiday;Weekend
41945;1033;2014;Autumn;2;11;45;2;7;domingo;No Key;Non-Holiday;Weekend
41946;1034;2014;Autumn;2;11;45;3;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41947;1035;2014;Autumn;2;11;45;4;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41948;1036;2014;Autumn;2;11;45;5;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41949;1037;2014;Autumn;2;11;45;6;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41950;1038;2014;Autumn;2;11;45;7;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41951;1039;2014;Autumn;2;11;45;8;6;sábado;No Key;Non-Holiday;Weekend
41952;1040;2014;Autumn;2;11;46;9;7;domingo;No Key;Non-Holiday;Weekend
41953;1041;2014;Autumn;2;11;46;10;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41954;1042;2014;Autumn;2;11;46;11;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41955;1043;2014;Autumn;2;11;46;12;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41956;1044;2014;Autumn;2;11;46;13;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41957;1045;2014;Autumn;2;11;46;14;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41958;1046;2014;Autumn;2;11;46;15;6;sábado;No Key;Non-Holiday;Weekend
41959;1047;2014;Autumn;2;11;47;16;7;domingo;No Key;Non-Holiday;Weekend
41960;1048;2014;Autumn;2;11;47;17;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41961;1049;2014;Autumn;2;11;47;18;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41962;1050;2014;Autumn;2;11;47;19;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41963;1051;2014;Autumn;2;11;47;20;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41964;1052;2014;Autumn;2;11;47;21;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41965;1053;2014;Autumn;2;11;47;22;6;sábado;No Key;Non-Holiday;Weekend
41966;1054;2014;Autumn;2;11;48;23;7;domingo;No Key;Non-Holiday;Weekend
41967;1055;2014;Autumn;2;11;48;24;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41968;1056;2014;Autumn;2;11;48;25;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41969;1057;2014;Autumn;2;11;48;26;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41970;1058;2014;Autumn;2;11;48;27;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41971;1059;2014;Autumn;2;11;48;28;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41972;1060;2014;Autumn;2;11;48;29;6;sábado;No Key;Non-Holiday;Weekend
41973;1061;2014;Autumn;2;11;49;30;7;domingo;No Key;Non-Holiday;Weekend
41974;1062;2014;Autumn;2;12;49;1;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41975;1063;2014;Autumn;2;12;49;2;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41976;1064;2014;Autumn;2;12;49;3;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41977;1065;2014;Autumn;2;12;49;4;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41978;1066;2014;Autumn;2;12;49;5;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41979;1067;2014;Autumn;2;12;49;6;6;sábado;No Key;Non-Holiday;Weekend
41980;1068;2014;Autumn;2;12;50;7;7;domingo;No Key;Non-Holiday;Weekend
41981;1069;2014;Autumn;2;12;50;8;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41982;1070;2014;Autumn;2;12;50;9;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41983;1071;2014;Autumn;2;12;50;10;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41984;1072;2014;Autumn;2;12;50;11;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41985;1073;2014;Autumn;2;12;50;12;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41986;1074;2014;Autumn;2;12;50;13;6;sábado;No Key;Non-Holiday;Weekend
41987;1075;2014;Autumn;2;12;51;14;7;domingo;No Key;Non-Holiday;Weekend
41988;1076;2014;Autumn;2;12;51;15;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41989;1077;2014;Autumn;2;12;51;16;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41990;1078;2014;Autumn;2;12;51;17;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41991;1079;2014;Autumn;2;12;51;18;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41992;1080;2014;Autumn;2;12;51;19;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41993;1081;2014;Autumn;2;12;51;20;6;sábado;No Key;Non-Holiday;Weekend
41994;1082;2014;Winter;2;12;52;21;7;domingo;No Key;Non-Holiday;Weekend
41995;1083;2014;Winter;2;12;52;22;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41996;1084;2014;Winter;2;12;52;23;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41997;1085;2014;Winter;2;12;52;24;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41998;1086;2014;Winter;2;12;52;25;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41999;1087;2014;Winter;2;12;52;26;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42000;1088;2014;Winter;2;12;52;27;6;sábado;No Key;Non-Holiday;Weekend
42001;1089;2014;Winter;2;12;53;28;7;domingo;No Key;Non-Holiday;Weekend
42002;1090;2014;Winter;2;12;53;29;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42003;1091;2014;Winter;2;12;53;30;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42004;1092;2014;#N/A;2;12;53;31;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42005;1093;2015;Winter;1;1;1;1;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42006;1094;2015;Winter;1;1;1;2;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42007;1095;2015;Winter;1;1;1;3;6;sábado;No Key;Non-Holiday;Weekend
42008;1096;2015;Winter;1;1;2;4;7;domingo;No Key;Non-Holiday;Weekend
42009;1097;2015;Winter;1;1;2;5;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42010;1098;2015;Winter;1;1;2;6;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42011;1099;2015;Winter;1;1;2;7;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42012;1100;2015;Winter;1;1;2;8;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42013;1101;2015;Winter;1;1;2;9;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42014;1102;2015;Winter;1;1;2;10;6;sábado;No Key;Non-Holiday;Weekend
42015;1103;2015;Winter;1;1;3;11;7;domingo;No Key;Non-Holiday;Weekend
42016;1104;2015;Winter;1;1;3;12;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42017;1105;2015;Winter;1;1;3;13;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42018;1106;2015;Winter;1;1;3;14;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42019;1107;2015;Winter;1;1;3;15;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42020;1108;2015;Winter;1;1;3;16;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42021;1109;2015;Winter;1;1;3;17;6;sábado;No Key;Non-Holiday;Weekend
42022;1110;2015;Winter;1;1;4;18;7;domingo;No Key;Non-Holiday;Weekend
42023;1111;2015;Winter;1;1;4;19;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42024;1112;2015;Winter;1;1;4;20;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42025;1113;2015;Winter;1;1;4;21;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42026;1114;2015;Winter;1;1;4;22;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42027;1115;2015;Winter;1;1;4;23;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42028;1116;2015;Winter;1;1;4;24;6;sábado;No Key;Non-Holiday;Weekend
42029;1117;2015;Winter;1;1;5;25;7;domingo;No Key;Non-Holiday;Weekend
42030;1118;2015;Winter;1;1;5;26;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42031;1119;2015;Winter;1;1;5;27;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42032;1120;2015;Winter;1;1;5;28;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42033;1121;2015;Winter;1;1;5;29;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42034;1122;2015;Winter;1;1;5;30;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42035;1123;2015;Winter;1;1;5;31;6;sábado;No Key;Non-Holiday;Weekend
42036;1124;2015;Winter;1;2;6;1;7;domingo;No Key;Non-Holiday;Weekend
42037;1125;2015;Winter;1;2;6;2;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42038;1126;2015;Winter;1;2;6;3;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42039;1127;2015;Winter;1;2;6;4;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42040;1128;2015;Winter;1;2;6;5;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42041;1129;2015;Winter;1;2;6;6;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42042;1130;2015;Winter;1;2;6;7;6;sábado;No Key;Non-Holiday;Weekend
42043;1131;2015;Winter;1;2;7;8;7;domingo;No Key;Non-Holiday;Weekend
42044;1132;2015;Winter;1;2;7;9;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42045;1133;2015;Winter;1;2;7;10;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42046;1134;2015;Winter;1;2;7;11;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42047;1135;2015;Winter;1;2;7;12;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42048;1136;2015;Winter;1;2;7;13;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42049;1137;2015;Winter;1;2;7;14;6;sábado;No Key;Non-Holiday;Weekend
42050;1138;2015;Winter;1;2;8;15;7;domingo;No Key;Non-Holiday;Weekend
42051;1139;2015;Winter;1;2;8;16;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42052;1140;2015;Winter;1;2;8;17;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42053;1141;2015;Winter;1;2;8;18;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42054;1142;2015;Winter;1;2;8;19;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42055;1143;2015;Winter;1;2;8;20;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42056;1144;2015;Winter;1;2;8;21;6;sábado;No Key;Non-Holiday;Weekend
42057;1145;2015;Winter;1;2;9;22;7;domingo;No Key;Non-Holiday;Weekend
42058;1146;2015;Winter;1;2;9;23;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42059;1147;2015;Winter;1;2;9;24;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42060;1148;2015;Winter;1;2;9;25;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42061;1149;2015;Winter;1;2;9;26;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42062;1150;2015;Winter;1;2;9;27;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42063;1151;2015;Winter;1;2;9;28;6;sábado;No Key;Non-Holiday;Weekend
42064;1152;2015;Winter;1;3;10;1;7;domingo;No Key;Non-Holiday;Weekend
42065;1153;2015;Winter;1;3;10;2;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42066;1154;2015;Winter;1;3;10;3;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42067;1155;2015;Winter;1;3;10;4;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42068;1156;2015;Winter;1;3;10;5;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42069;1157;2015;Winter;1;3;10;6;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42070;1158;2015;Winter;1;3;10;7;6;sábado;No Key;Non-Holiday;Weekend
42071;1159;2015;Winter;1;3;11;8;7;domingo;No Key;Non-Holiday;Weekend
42072;1160;2015;Winter;1;3;11;9;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42073;1161;2015;Winter;1;3;11;10;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42074;1162;2015;Winter;1;3;11;11;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42075;1163;2015;Winter;1;3;11;12;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42076;1164;2015;Winter;1;3;11;13;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42077;1165;2015;Winter;1;3;11;14;6;sábado;No Key;Non-Holiday;Weekend
